Year,FirstBattingTeamName,SecondBattingTeamName,MatchName,MatchDateNew,Commentss,1Summary,2Summary
2014,Punjab Kings,Kolkata Knight Riders,Punjab Kings VS Kolkata Knight Riders,1-Jun-14,Kolkata Knight Riders won by 3 wickets,199/4 (20 Overs),200/7 (19.3 Overs)
2014,Punjab Kings,Chennai Super Kings,Punjab Kings VS Chennai Super Kings,30-May-14,Punjab Kings won by 24 runs,226/6 (20 Overs),202/7 (20 Overs)
2014,Mumbai Indians,Chennai Super Kings,Chennai Super Kings VS Mumbai Indians,28-May-14,Chennai Super Kings won by 7 wickets,173/8 (20 Overs),176/3 (18.4 Overs)
2014,Kolkata Knight Riders,Punjab Kings,Punjab Kings VS Kolkata Knight Riders,28-May-14,Kolkata Knight Riders won by 28 runs,163/8 (20 Overs),135/8 (20 Overs)
2014,Rajasthan Royals,Mumbai Indians,Mumbai Indians VS Rajasthan Royals,25-May-14,Mumbai Indians won by 5 wickets,189/4 (20 Overs),195/5 (14.4 Overs)
2014,Delhi Capitals,Punjab Kings,Punjab Kings VS Delhi Capitals,25-May-14,Punjab Kings won by 7 wickets,115/10 (18.1 Overs),119/3 (13.5 Overs)
2014,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders VS Sunrisers Hyderabad,24-May-14,Kolkata Knight Riders won by 4 wickets,160/7 (20 Overs),161/6 (14.2 Overs)
2014,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore VS Chennai Super Kings,24-May-14,Chennai Super Kings won by 8 wickets,154/6 (20 Overs),160/2 (17.4 Overs)
2014,Punjab Kings,Rajasthan Royals,Punjab Kings VS Rajasthan Royals,23-May-14,Punjab Kings won by 16 runs,179/4 (20 Overs),163/8 (20 Overs)
2014,Mumbai Indians,Delhi Capitals,Mumbai Indians VS Delhi Capitals,23-May-14,Mumbai Indians won by 15 runs,173/10 (19.3 Overs),158/4 (20 Overs)
2014,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings VS Sunrisers Hyderabad,22-May-14,Sunrisers Hyderabad won by 6 wickets,185/3 (20 Overs),189/4 (19.4 Overs)
2014,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders VS Royal Challengers Bangalore,22-May-14,Kolkata Knight Riders won by 30 runs,195/4 (20 Overs),165/5 (20 Overs)
2014,Punjab Kings,Mumbai Indians,Punjab Kings VS Mumbai Indians,21-May-14,Mumbai Indians won by 7 wickets,156/8 (20 Overs),159/3 (19 Overs)
2014,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders VS Chennai Super Kings,20-May-14,Kolkata Knight Riders won by 8 wickets,154/4 (20 Overs),156/2 (18 Overs)
2014,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad VS Royal Challengers Bangalore,20-May-14,Sunrisers Hyderabad won by 7 wickets,160/6 (20 Overs),161/3 (19.4 Overs)
2014,Delhi Capitals,Punjab Kings,Delhi Capitals VS Punjab Kings,19-May-14,Punjab Kings won by 4 wickets,164/7 (20 Overs),165/6 (19.4 Overs)
2014,Mumbai Indians,Rajasthan Royals,Rajasthan Royals VS Mumbai Indians,19-May-14,Mumbai Indians won by 25 runs,178/3 (20 Overs),153/8 (20 Overs)
2014,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad VS Kolkata Knight Riders,18-May-14,Kolkata Knight Riders won by 7 wickets,142/8 (20 Overs),146/3 (19.4 Overs)
2014,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings VS Royal Challengers Bangalore,18-May-14,Royal Challengers Bangalore won by 5 wickets,138/4 (20 Overs),142/5 (19.5 Overs)
2014,Rajasthan Royals,Delhi Capitals,Rajasthan Royals VS Delhi Capitals,15-May-14,Rajasthan Royals won by 62 runs,201/6 (20 Overs),139/9 (20 Overs)
2014,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders VS Mumbai Indians,14-May-14,Kolkata Knight Riders won by 6 wickets,141/5 (20 Overs),142/4 (18.4 Overs)
2014,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad VS Punjab Kings,14-May-14,Punjab Kings won by 6 wickets,205/5 (20 Overs),211/4 (18.4 Overs)
2014,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore VS Delhi Capitals,13-May-14,Royal Challengers Bangalore won by 16 runs,186/4 (20 Overs),170/7 (20 Overs)
2014,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings VS Rajasthan Royals,13-May-14,Chennai Super Kings won by 5 wickets,148/8 (20 Overs),149/5 (19.4 Overs)
2014,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad VS Mumbai Indians,12-May-14,Mumbai Indians won by 7 wickets,157/3 (20 Overs),160/3 (18.4 Overs)
2014,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore VS Rajasthan Royals,11-May-14,Rajasthan Royals won by 5 wickets,190/5 (20 Overs),191/5 (18.5 Overs)
2014,Punjab Kings,Kolkata Knight Riders,Punjab Kings VS Kolkata Knight Riders,11-May-14,Kolkata Knight Riders won by 9 wickets,149/8 (20 Overs),150/1 (18 Overs)
2014,Mumbai Indians,Chennai Super Kings,Mumbai Indians VS Chennai Super Kings,10-May-14,Chennai Super Kings won by 4 wickets,157/6 (20 Overs),160/6 (19.3 Overs)
2014,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals VS Sunrisers Hyderabad,10-May-14,Sunrisers Hyderabad won by 8 wickets (D/L Method),143/7 (20 Overs),44/2 (4.2 Overs)
2014,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore VS Punjab Kings,9-May-14,Punjab Kings won by 32 runs,198/8 (20 Overs),166/9 (20 Overs)
2014,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals VS Sunrisers Hyderabad,8-May-14,Sunrisers Hyderabad won by 32 runs,134/9 (20 Overs),102/10 (19.5 Overs)
2014,Punjab Kings,Chennai Super Kings,Punjab Kings VS Chennai Super Kings,7-May-14,Punjab Kings won by 44 runs,231/4 (20 Overs),187/6 (20 Overs)
2014,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals VS Kolkata Knight Riders,7-May-14,Kolkata Knight Riders won by 8 wickets,160/5 (20 Overs),161/2 (18.2 Overs)
2014,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians VS Royal Challengers Bangalore,6-May-14,Mumbai Indians won by 19 runs,187/5 (20 Overs),168/8 (20 Overs)
2014,Delhi Capitals,Chennai Super Kings,Delhi Capitals VS Chennai Super Kings,5-May-14,Chennai Super Kings won by 8 wickets,178/5 (20 Overs),181/2 (19.4 Overs)
2014,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals VS Kolkata Knight Riders,5-May-14,Rajasthan Royals won by 10 runs,170/6 (20 Overs),160/6 (20 Overs)
2014,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore VS Sunrisers Hyderabad,4-May-14,Royal Challengers Bangalore won by 4 wickets,155/6 (20 Overs),158/6 (19.5 Overs)
2014,Delhi Capitals,Rajasthan Royals,Delhi Capitals VS Rajasthan Royals,3-May-14,Rajasthan Royals won by 7 wickets,152/5 (20 Overs),156/3 (18.3 Overs)
2014,Punjab Kings,Mumbai Indians,Mumbai Indians VS Punjab Kings,3-May-14,Mumbai Indians won by 5 wickets,168/5 (20 Overs),170/5 (19.1 Overs)
2014,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings VS Kolkata Knight Riders,2-May-14,Chennai Super Kings won by 34 runs,148/3 (17 Overs),114/9 (17 Overs)
2014,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians VS Sunrisers Hyderabad,30-Apr-14,Sunrisers Hyderabad won by 15 runs,172/5 (20 Overs),157/7 (20 Overs)
2014,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders VS Rajasthan Royals,29-Apr-14,Match Tied (Rajasthan Royals won Super Over),152/5 (20 Overs),152/8 (20 Overs)
2014,Royal Challengers Bangalore,Punjab Kings,Punjab Kings VS Royal Challengers Bangalore,28-Apr-14,Punjab Kings won by 5 wickets,124/8 (20 Overs),127/5 (18.5 Overs)
2014,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad VS Chennai Super Kings,27-Apr-14,Chennai Super Kings won by 5 wickets,145/5 (20 Overs),146/5 (19.3 Overs)
2014,Mumbai Indians,Delhi Capitals,Delhi Capitals VS Mumbai Indians,27-Apr-14,Delhi Capitals won by 6 wickets,125/6 (20 Overs),126/4 (18.5 Overs)
2014,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders VS Punjab Kings,26-Apr-14,Punjab Kings won by 23 runs,132/9 (20 Overs),109/10 (18.2 Overs)
2014,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals VS Royal Challengers Bangalore,26-Apr-14,Rajasthan Royals won by 6 wickets,70/10 (15 Overs),71/4 (13 Overs)
2014,Mumbai Indians,Chennai Super Kings,Chennai Super Kings VS Mumbai Indians,25-Apr-14,Chennai Super Kings won by 7 wickets,141/7 (20 Overs),142/3 (19 Overs)
2014,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad VS Delhi Capitals,25-Apr-14,Sunrisers Hyderabad won by 4 runs,184/1 (20 Overs),180/4 (20 Overs)
2014,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore VS Kolkata Knight Riders,24-Apr-14,Kolkata Knight Riders won by 2 runs,150/7 (20 Overs),148/5 (20 Overs)
2014,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals VS Chennai Super Kings,23-Apr-14,Chennai Super Kings won by 7 runs,140/6 (20 Overs),133/10 (19.5 Overs)
2014,Punjab Kings,Sunrisers Hyderabad,Punjab Kings VS Sunrisers Hyderabad,22-Apr-14,Punjab Kings won by 72 runs,193/6 (20 Overs),121/10 (19.2 Overs)
2014,Chennai Super Kings,Delhi Capitals,Chennai Super Kings VS Delhi Capitals,21-Apr-14,Chennai Super Kings won by 93 runs,177/7 (20 Overs),84/10 (15.4 Overs)
2014,Rajasthan Royals,Punjab Kings,Rajasthan Royals VS Punjab Kings,20-Apr-14,Punjab Kings won by 7 wickets,191/5 (20 Overs),193/3 (18.4 Overs)
2014,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders VS Delhi Capitals,19-Apr-14,Delhi Capitals won by 4 wickets,166/5 (20 Overs),167/6 (19.3 Overs)
2014,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore VS Mumbai Indians,19-Apr-14,Royal Challengers Bangalore won by 7 wickets,115/9 (20 Overs),116/3 (17.3 Overs)
2014,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad VS Rajasthan Royals,18-Apr-14,Rajasthan Royals won by 4 wickets,133/6 (20 Overs),135/6 (19.3 Overs)
2014,Chennai Super Kings,Punjab Kings,Chennai Super Kings VS Punjab Kings,18-Apr-14,Punjab Kings won by 6 wickets,205/4 (20 Overs),206/4 (18.5 Overs)
2014,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals VS Royal Challengers Bangalore,17-Apr-14,Royal Challengers Bangalore won by 8 wickets,145/4 (20 Overs),146/2 (16.4 Overs)
2014,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians VS Kolkata Knight Riders,16-Apr-14,Kolkata Knight Riders won by 41 runs,163/5 (20 Overs),122/7 (20 Overs)
2013,Mumbai Indians,Chennai Super Kings,Chennai Super Kings VS Mumbai Indians,26-May-13,Mumbai Indians won by 23 runs,148/9 (20 Overs),125/9 (20 Overs)
2013,Rajasthan Royals,Mumbai Indians,Rajasthan Royals VS Mumbai Indians,24-May-13,Mumbai Indians won by 4 wickets,165/6 (20 Overs),169/6 (19.5 Overs)
2013,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals VS Sunrisers Hyderabad,22-May-13,Rajasthan Royals won by 4 wickets,132/7 (20 Overs),135/6 (19.2 Overs)
2013,Chennai Super Kings,Mumbai Indians,Chennai Super Kings VS Mumbai Indians,21-May-13,Chennai Super Kings won by 48 runs,192/1 (20 Overs),144/10 (18.4 Overs)
2013,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad VS Kolkata Knight Riders,19-May-13,Sunrisers Hyderabad won by 5 wickets,130/7 (20 Overs),132/5 (18.5 Overs)
2013,Pune Warriors India,Delhi Capitals,Pune Warriors India VS Delhi Capitals,19-May-13,Pune Warriors India won by 38 runs,172/5 (20 Overs),134/9 (20 Overs)
2013,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore VS Chennai Super Kings,18-May-13,Royal Challengers Bangalore won by 24 runs,106/2 (8 Overs),82/6 (8 Overs)
2013,Punjab Kings,Mumbai Indians,Punjab Kings VS Mumbai Indians,18-May-13,Punjab Kings won by 50 runs,183/8 (20 Overs),133/9 (19.1 Overs)
2013,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad VS Rajasthan Royals,17-May-13,Sunrisers Hyderabad won by 23 runs,136/9 (20 Overs),113/9 (20 Overs)
2013,Punjab Kings,Delhi Capitals,Punjab Kings VS Delhi Capitals,16-May-13,Punjab Kings won by 7 runs,171/4 (20 Overs),164/7 (20 Overs)
2013,Mumbai Indians,Rajasthan Royals,Mumbai Indians VS Rajasthan Royals,15-May-13,Mumbai Indians won by 14 runs,166/8 (20 Overs),152/7 (20 Overs)
2013,Pune Warriors India,Kolkata Knight Riders,Kolkata Knight Riders VS Pune Warriors India,15-May-13,Pune Warriors India won by 7 runs,170/4 (20 Overs),163/7 (20 Overs)
2013,Chennai Super Kings,Delhi Capitals,Chennai Super Kings VS Delhi Capitals,14-May-13,Chennai Super Kings won by 33 runs,168/4 (20 Overs),135/9 (20 Overs)
2013,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore VS Punjab Kings,14-May-13,Punjab Kings won by 7 wickets,174/5 (20 Overs),176/3 (18.1 Overs)
2013,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians VS Sunrisers Hyderabad,13-May-13,Mumbai Indians won by 7 wickets,178/3 (20 Overs),184/3 (19.3 Overs)
2013,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals VS Chennai Super Kings,12-May-13,Rajasthan Royals won by 5 wickets,141/4 (20 Overs),144/5 (17.1 Overs)
2013,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders VS Royal Challengers Bangalore,12-May-13,Kolkata Knight Riders won by 5 wickets,115/9 (20 Overs),116/5 (19.2 Overs)
2013,Sunrisers Hyderabad,Punjab Kings,Punjab Kings VS Sunrisers Hyderabad,11-May-13,Sunrisers Hyderabad won by 30 runs,150/7 (20 Overs),120/9 (20 Overs)
2013,Pune Warriors India,Mumbai Indians,Pune Warriors India VS Mumbai Indians,11-May-13,Mumbai Indians won by 5 wickets,112/8 (20 Overs),116/5 (18.5 Overs)
2013,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals VS Royal Challengers Bangalore,10-May-13,Royal Challengers Bangalore won by 4 runs,183/4 (20 Overs),179/7 (20 Overs)
2013,Kolkata Knight Riders,Pune Warriors India,Pune Warriors India VS Kolkata Knight Riders,9-May-13,Kolkata Knight Riders won by 46 runs,152/6 (20 Overs),106/10 (19.3 Overs)
2013,Punjab Kings,Rajasthan Royals,Punjab Kings VS Rajasthan Royals,9-May-13,Rajasthan Royals won by 8 wickets,145/6 (20 Overs),147/2 (19 Overs)
2013,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad VS Chennai Super Kings,8-May-13,Chennai Super Kings won by 77 runs,223/3 (20 Overs),146/8 (20 Overs)
2013,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians VS Kolkata Knight Riders,7-May-13,Mumbai Indians won by 65 runs,170/6 (20 Overs),105/10 (18.2 Overs)
2013,Delhi Capitals,Rajasthan Royals,Rajasthan Royals VS Delhi Capitals,7-May-13,Rajasthan Royals won by 9 wickets,154/4 (20 Overs),155/1 (17.5 Overs)
2013,Royal Challengers Bangalore,Punjab Kings,Punjab Kings VS Royal Challengers Bangalore,6-May-13,Punjab Kings won by 6 wickets,190/3 (20 Overs),194/4 (18 Overs)
2013,Pune Warriors India,Rajasthan Royals,Rajasthan Royals VS Pune Warriors India,5-May-13,Rajasthan Royals won by 5 wickets,178/4 (20 Overs),182/5 (19.5 Overs)
2013,Mumbai Indians,Chennai Super Kings,Mumbai Indians VS Chennai Super Kings,5-May-13,Mumbai Indians won by 60 runs,139/5 (20 Overs),79/10 (15.2 Overs)
2013,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad VS Delhi Capitals,4-May-13,Sunrisers Hyderabad won by 6 wickets,80/10 (19.1 Overs),81/4 (13.5 Overs)
2013,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders VS Rajasthan Royals,3-May-13,Kolkata Knight Riders won by 8 wickets,132/6 (20 Overs),133/2 (17.2 Overs)
2013,Royal Challengers Bangalore,Pune Warriors India,Pune Warriors India VS Royal Challengers Bangalore,2-May-13,Royal Challengers Bangalore won by 17 runs,187/3 (20 Overs),170/9 (20 Overs)
2013,Chennai Super Kings,Punjab Kings,Chennai Super Kings VS Punjab Kings,2-May-13,Chennai Super Kings won by 15 runs,186/4 (20 Overs),171/6 (20 Overs)
2013,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals VS Kolkata Knight Riders,1-May-13,Delhi Capitals won by 7 wickets,136/7 (20 Overs),137/3 (17.5 Overs)
2013,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad VS Mumbai Indians,1-May-13,Sunrisers Hyderabad won by 7 wickets,129/4 (20 Overs),130/3 (18 Overs)
2013,Chennai Super Kings,Pune Warriors India,Pune Warriors India VS Chennai Super Kings,30-Apr-13,Chennai Super Kings won by 37 runs,164/3 (20 Overs),127/9 (20 Overs)
2013,Mumbai Indians,Punjab Kings,Mumbai Indians VS Punjab Kings,29-Apr-13,Mumbai Indians won by 4 runs,174/3 (20 Overs),170/10 (20 Overs)
2013,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals VS Royal Challengers Bangalore,29-Apr-13,Rajasthan Royals won by 4 wickets,171/6 (20 Overs),173/6 (19.5 Overs)
2013,Delhi Capitals,Pune Warriors India,Delhi Capitals VS Pune Warriors India,28-Apr-13,Delhi Capitals won by 15 runs,164/5 (20 Overs),149/4 (20 Overs)
2013,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings VS Kolkata Knight Riders,28-Apr-13,Chennai Super Kings won by 14 runs,200/3 (20 Overs),186/4 (20 Overs)
2013,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians VS Royal Challengers Bangalore,27-Apr-13,Mumbai Indians won by 58 runs,194/7 (20 Overs),136/7 (20 Overs)
2013,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals VS Sunrisers Hyderabad,27-Apr-13,Rajasthan Royals won by 8 wickets,144/9 (20 Overs),146/2 (17.5 Overs)
2013,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders VS Punjab Kings,26-Apr-13,Kolkata Knight Riders won by 6 wickets,149/6 (20 Overs),150/4 (18.2 Overs)
2013,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings VS Sunrisers Hyderabad,25-Apr-13,Chennai Super Kings won by 5 wickets,159/6 (20 Overs),160/5 (19.4 Overs)
2013,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders VS Mumbai Indians,24-Apr-13,Mumbai Indians won by 5 wickets,159/6 (20 Overs),162/5 (19.5 Overs)
2013,Delhi Capitals,Punjab Kings,Delhi Capitals VS Punjab Kings,23-Apr-13,Punjab Kings won by 5 wickets,120/7 (20 Overs),121/5 (17 Overs)
2013,Royal Challengers Bangalore,Pune Warriors India,Royal Challengers Bangalore VS Pune Warriors India,23-Apr-13,Royal Challengers Bangalore won by 130 runs,263/5 (20 Overs),133/9 (20 Overs)
2013,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings VS Rajasthan Royals,22-Apr-13,Chennai Super Kings won by 5 wickets,185/4 (20 Overs),186/5 (19.5 Overs)
2013,Pune Warriors India,Punjab Kings,Punjab Kings VS Pune Warriors India,21-Apr-13,Punjab Kings won by 7 wickets,185/4 (20 Overs),186/3 (19.5 Overs)
2013,Mumbai Indians,Delhi Capitals,Delhi Capitals VS Mumbai Indians,21-Apr-13,Delhi Capitals won by 9 wickets,161/4 (20 Overs),165/1 (17 Overs)
2013,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore VS Rajasthan Royals,20-Apr-13,Royal Challengers Bangalore won by 7 wickets,117/10 (19.4 Overs),123/3 (17.5 Overs)
2013,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders VS Chennai Super Kings,20-Apr-13,Chennai Super Kings won by 4 wickets,119/9 (20 Overs),124/6 (19.1 Overs)
2013,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad VS Punjab Kings,19-Apr-13,Sunrisers Hyderabad won by 5 wickets,123/9 (20 Overs),127/5 (18.5 Overs)
2013,Chennai Super Kings,Delhi Capitals,Delhi Capitals VS Chennai Super Kings,18-Apr-13,Chennai Super Kings won by 86 runs,169/4 (20 Overs),83/10 (17.3 Overs)
2013,Rajasthan Royals,Mumbai Indians,Rajasthan Royals VS Mumbai Indians,17-Apr-13,Rajasthan Royals won by 87 runs,179/3 (20 Overs),92/10 (18.2 Overs)
2013,Sunrisers Hyderabad,Pune Warriors India,Pune Warriors India VS Sunrisers Hyderabad,17-Apr-13,Sunrisers Hyderabad won by 11 runs,119/8 (20 Overs),108/10 (19 Overs)
2013,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore VS Delhi Capitals,16-Apr-13,Match Tied (Royal Challengers Bangalore won Super Over),152/5 (20 Overs),152/7 (20 Overs)
2013,Punjab Kings,Kolkata Knight Riders,Punjab Kings VS Kolkata Knight Riders,16-Apr-13,Punjab Kings won by 4 runs,157/9 (20 Overs),153/9 (20 Overs)
2013,Pune Warriors India,Chennai Super Kings,Chennai Super Kings VS Pune Warriors India,15-Apr-13,Pune Warriors India won by 24 runs,159/5 (20 Overs),135/8 (20 Overs)
2013,Punjab Kings,Rajasthan Royals,Rajasthan Royals VS Punjab Kings,14-Apr-13,Rajasthan Royals won by 6 wickets,124/10 (18.5 Overs),126/4 (19.2 Overs)
2013,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders VS Sunrisers Hyderabad,14-Apr-13,Kolkata Knight Riders won by 48 runs,180/4 (20 Overs),132/7 (20 Overs)
2013,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings VS Royal Challengers Bangalore,13-Apr-13,Chennai Super Kings won by 4 wickets,165/6 (20 Overs),166/6 (19.5 Overs)
2013,Mumbai Indians,Pune Warriors India,Mumbai Indians VS Pune Warriors India,13-Apr-13,Mumbai Indians won by 41 runs,183/3 (20 Overs),142/8 (20 Overs)
2013,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals VS Sunrisers Hyderabad,12-Apr-13,Sunrisers Hyderabad won by 3 wickets,114/8 (20 Overs),115/7 (19.2 Overs)
2013,Rajasthan Royals,Pune Warriors India,Pune Warriors India VS Rajasthan Royals,11-Apr-13,Pune Warriors India won by 7 wickets,145/5 (20 Overs),148/3 (18.4 Overs)
2013,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore VS Kolkata Knight Riders,11-Apr-13,Royal Challengers Bangalore won by 8 wickets,154/8 (20 Overs),158/2 (17.3 Overs)
2013,Punjab Kings,Chennai Super Kings,Punjab Kings VS Chennai Super Kings,10-Apr-13,Chennai Super Kings won by 10 wickets,138/10 (19.5 Overs),139/0 (17.2 Overs)
2013,Mumbai Indians,Delhi Capitals,Mumbai Indians VS Delhi Capitals,9-Apr-13,Mumbai Indians won by 44 runs,209/5 (20 Overs),165/9 (20 Overs)
2013,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore VS Sunrisers Hyderabad,9-Apr-13,Royal Challengers Bangalore won by 7 wickets,161/6 (20 Overs),162/3 (17.4 Overs)
2013,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals VS Kolkata Knight Riders,8-Apr-13,Rajasthan Royals won by 19 runs,144/6 (20 Overs),125/10 (19 Overs)
2013,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad VS Royal Challengers Bangalore,7-Apr-13,Match Tied (Sunrisers Hyderabad won Super Over),130/8 (20 Overs),130/7 (20 Overs)
2013,Pune Warriors India,Punjab Kings,Pune Warriors India VS Punjab Kings,7-Apr-13,Punjab Kings won by 8 wickets,99/9 (20 Overs),100/2 (12.2 Overs)
2013,Mumbai Indians,Chennai Super Kings,Chennai Super Kings VS Mumbai Indians,6-Apr-13,Mumbai Indians won by 9 runs,148/6 (20 Overs),139/9 (20 Overs)
2013,Rajasthan Royals,Delhi Capitals,Delhi Capitals VS Rajasthan Royals,6-Apr-13,Rajasthan Royals won by 5 runs,165/7 (20 Overs),160/6 (20 Overs)
2013,Sunrisers Hyderabad,Pune Warriors India,Sunrisers Hyderabad VS Pune Warriors India,5-Apr-13,Sunrisers Hyderabad won by 22 runs,126/6 (20 Overs),104/10 (18.5 Overs)
2013,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore VS Mumbai Indians,4-Apr-13,Royal Challengers Bangalore won by 2 runs,156/5 (20 Overs),154/5 (20 Overs)
2013,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders VS Delhi Capitals,3-Apr-13,Kolkata Knight Riders won by 6 wickets,128/10 (20 Overs),129/4 (18.4 Overs)
2012,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders VS Chennai Super Kings,27-May-12,Kolkata Knight Riders won by 5 wickets,190/3 (20 Overs),192/5 (19.4 Overs)
2012,Chennai Super Kings,Delhi Capitals,Chennai Super Kings VS Delhi Capitals,25-May-12,Chennai Super Kings won by 86 runs,222/5 (20 Overs),136/10 (16.5 Overs)
2012,Chennai Super Kings,Mumbai Indians,Mumbai Indians VS Chennai Super Kings,23-May-12,Chennai Super Kings won by 38 runs,187/5 (20 Overs),149/9 (20 Overs)
2012,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals VS Kolkata Knight Riders,22-May-12,Kolkata Knight Riders won by 18 runs,162/4 (20 Overs),144/8 (20 Overs)
2012,Rajasthan Royals,Mumbai Indians,Rajasthan Royals VS Mumbai Indians,20-May-12,Mumbai Indians won by 10 wickets,162/6 (20 Overs),163/0 (18 Overs)
2012,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers VS Royal Challengers Bangalore,20-May-12,Deccan Chargers won by 9 runs,132/7 (20 Overs),123/9 (20 Overs)
2012,Kolkata Knight Riders,Pune Warriors India,Pune Warriors India VS Kolkata Knight Riders,19-May-12,Kolkata Knight Riders won by 34 runs,136/4 (20 Overs),102/8 (20 Overs)
2012,Punjab Kings,Delhi Capitals,Punjab Kings VS Delhi Capitals,19-May-12,Delhi Capitals won by 6 wickets,141/8 (20 Overs),145/4 (18.2 Overs)
2012,Rajasthan Royals,Deccan Chargers,Deccan Chargers VS Rajasthan Royals,18-May-12,Deccan Chargers won by 5 wickets,126/8 (20 Overs),128/5 (18.4 Overs)
2012,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals VS Royal Challengers Bangalore,17-May-12,Royal Challengers Bangalore won by 21 runs,215/1 (20 Overs),194/9 (20 Overs)
2012,Chennai Super Kings,Punjab Kings,Punjab Kings VS Chennai Super Kings,17-May-12,Punjab Kings won by 6 wickets,120/7 (20 Overs),123/4 (16.3 Overs)
