Year,FirstBattingTeamName,SecondBattingTeamName,MatchName,MatchDateNew,Commentss,1Summary,2Summary
2019,Chennai Super Kings,Delhi Capitals,Chennai Super Kings VS Delhi Capitals,1-May-19,Chennai Super Kings won by 80 runs,179/4 (20 Overs),99/10 (16.2 Overs)
2019,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore VS Rajasthan Royals,30-Apr-19,No Result,62/7 (5 Overs),41/1 (3.2 Overs)
2019,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad VS Punjab Kings,29-Apr-19,Sunrisers Hyderabad won by 45 runs,212/6 (20 Overs),167/8 (20 Overs)
2019,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders VS Mumbai Indians,28-Apr-19,Kolkata Knight Riders won by 34 runs,232/2 (20 Overs),198/7 (20 Overs)
2019,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals VS Royal Challengers Bangalore,28-Apr-19,Delhi Capitals won by 16 runs,187/5 (20 Overs),171/7 (20 Overs)
2019,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals VS Sunrisers Hyderabad,27-Apr-19,Rajasthan Royals won by 7 wickets,160/8 (20 Overs),161/3 (19.1 Overs)
2019,Mumbai Indians,Chennai Super Kings,Chennai Super Kings VS Mumbai Indians,26-Apr-19,Mumbai Indians won by 46 runs,155/4 (20 Overs),109/10 (17.4 Overs)
2019,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders VS Rajasthan Royals,25-Apr-19,Rajasthan Royals won by 3 wickets,175/6 (20 Overs),177/7 (19.2 Overs)
2019,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore VS Punjab Kings,24-Apr-19,Royal Challengers Bangalore won by 17 runs,202/4 (20 Overs),185/7 (20 Overs)
2019,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings VS Sunrisers Hyderabad,23-Apr-19,Chennai Super Kings won by 6 wickets,175/3 (20 Overs),176/4 (19.5 Overs)
2019,Rajasthan Royals,Delhi Capitals,Rajasthan Royals VS Delhi Capitals,22-Apr-19,Delhi Capitals won by 6 wickets,191/6 (20 Overs),193/4 (19.2 Overs)
2019,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore VS Chennai Super Kings,21-Apr-19,Royal Challengers Bangalore won by 1 run,161/7 (20 Overs),160/8 (20 Overs)
2019,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad VS Kolkata Knight Riders,21-Apr-19,Sunrisers Hyderabad won by 9 wickets,159/8 (20 Overs),161/1 (15 Overs)
2019,Punjab Kings,Delhi Capitals,Delhi Capitals VS Punjab Kings,20-Apr-19,Delhi Capitals won by 5 wickets,163/7 (20 Overs),166/5 (19.4 Overs)
2019,Mumbai Indians,Rajasthan Royals,Rajasthan Royals VS Mumbai Indians,20-Apr-19,Rajasthan Royals won by 5 wickets,161/5 (20 Overs),162/5 (19.1 Overs)
2019,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders VS Royal Challengers Bangalore,19-Apr-19,Royal Challengers Bangalore won by 10 runs,213/4 (20 Overs),203/5 (20 Overs)
2019,Mumbai Indians,Delhi Capitals,Delhi Capitals VS Mumbai Indians,18-Apr-19,Mumbai Indians won by 40 runs,168/5 (20 Overs),128/9 (20 Overs)
2019,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad VS Chennai Super Kings,17-Apr-19,Sunrisers Hyderabad won by 6 wickets,132/5 (20 Overs),137/4 (16.5 Overs)
2019,Punjab Kings,Rajasthan Royals,Punjab Kings VS Rajasthan Royals,16-Apr-19,Punjab Kings won by 12 runs,182/6 (20 Overs),170/7 (20 Overs)
2019,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians VS Royal Challengers Bangalore,15-Apr-19,Mumbai Indians won by 5 wickets,171/7 (20 Overs),172/5 (19 Overs)
2019,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad VS Delhi Capitals,14-Apr-19,Delhi Capitals won by 39 runs,155/7 (20 Overs),116/10 (18.5 Overs)
2019,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders VS Chennai Super Kings,14-Apr-19,Chennai Super Kings won by 5 wickets,161/8 (20 Overs),162/5 (19.4 Overs)
2019,Punjab Kings,Royal Challengers Bangalore,Punjab Kings VS Royal Challengers Bangalore,13-Apr-19,Royal Challengers Bangalore won by 8 wickets,173/4 (20 Overs),174/2 (19.2 Overs)
2019,Mumbai Indians,Rajasthan Royals,Mumbai Indians VS Rajasthan Royals,13-Apr-19,Rajasthan Royals won by 4 wickets,187/5 (20 Overs),188/6 (19.3 Overs)
2019,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders VS Delhi Capitals,12-Apr-19,Delhi Capitals won by 7 wickets,178/7 (20 Overs),180/3 (18.5 Overs)
2019,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals VS Chennai Super Kings,11-Apr-19,Chennai Super Kings won by 4 wickets,151/7 (20 Overs),155/6 (20 Overs)
2019,Punjab Kings,Mumbai Indians,Mumbai Indians VS Punjab Kings,10-Apr-19,Mumbai Indians won by 3 wickets,197/4 (20 Overs),198/7 (20 Overs)
2019,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings VS Kolkata Knight Riders,9-Apr-19,Chennai Super Kings won by 7 wickets,108/9 (20 Overs),111/3 (17.2 Overs)
2019,Sunrisers Hyderabad,Punjab Kings,Punjab Kings VS Sunrisers Hyderabad,8-Apr-19,Punjab Kings won by 6 wickets,150/4 (20 Overs),151/4 (19.5 Overs)
2019,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals VS Kolkata Knight Riders,7-Apr-19,Kolkata Knight Riders won by 8 wickets,139/3 (20 Overs),140/2 (13.5 Overs)
2019,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore VS Delhi Capitals,7-Apr-19,Delhi Capitals won by 4 wickets,149/8 (20 Overs),152/6 (18.5 Overs)
2019,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad VS Mumbai Indians,6-Apr-19,Mumbai Indians won by 40 runs,136/7 (20 Overs),96/10 (17.4 Overs)
2019,Chennai Super Kings,Punjab Kings,Chennai Super Kings VS Punjab Kings,6-Apr-19,Chennai Super Kings won by 22 runs,160/3 (20 Overs),138/5 (20 Overs)
2019,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore VS Kolkata Knight Riders,5-Apr-19,Kolkata Knight Riders won by 5 wickets,205/3 (20 Overs),206/5 (19.1 Overs)
2019,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals VS Sunrisers Hyderabad,4-Apr-19,Sunrisers Hyderabad won by 5 wickets,129/8 (20 Overs),131/5 (18.3 Overs)
2019,Mumbai Indians,Chennai Super Kings,Mumbai Indians VS Chennai Super Kings,3-Apr-19,Mumbai Indians won by 37 runs,170/5 (20 Overs),133/8 (20 Overs)
2019,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals VS Royal Challengers Bangalore,2-Apr-19,Rajasthan Royals won by 7 wickets,158/4 (20 Overs),164/3 (19.5 Overs)
2019,Punjab Kings,Delhi Capitals,Punjab Kings VS Delhi Capitals,1-Apr-19,Punjab Kings won by 14 runs,166/9 (20 Overs),152/10 (19.2 Overs)
2019,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings VS Rajasthan Royals,31-Mar-19,Chennai Super Kings won by 8 runs,175/5 (20 Overs),167/8 (20 Overs)
2019,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad VS Royal Challengers Bangalore,31-Mar-19,Sunrisers Hyderabad won by 118 runs,231/2 (20 Overs),113/10 (19.5 Overs)
2019,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals VS Kolkata Knight Riders,30-Mar-19,Match tied (Delhi Capitals won the Super Over),185/8 (20 Overs),185/6 (20 Overs)
2019,Mumbai Indians,Punjab Kings,Punjab Kings VS Mumbai Indians,30-Mar-19,Punjab Kings won by 8 wickets,176/7 (20 Overs),177/2 (18.4 Overs)
2019,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad VS Rajasthan Royals,29-Mar-19,Sunrisers Hyderabad won by 5 wickets,198/2 (20 Overs),201/5 (19 Overs)
2019,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore VS Mumbai Indians,28-Mar-19,Mumbai Indians won by 6 runs,187/8 (20 Overs),181/5 (20 Overs)
2019,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders VS Punjab Kings,27-Mar-19,Kolkata Knight Riders won by 28 runs,218/4 (20 Overs),190/4 (20 Overs)
2019,Delhi Capitals,Chennai Super Kings,Delhi Capitals VS Chennai Super Kings,26-Mar-19,Chennai Super Kings won by 6 wickets,147/6 (20 Overs),150/4 (19.4 Overs)
2019,Punjab Kings,Rajasthan Royals,Rajasthan Royals VS Punjab Kings,25-Mar-19,Punjab Kings won by 14 runs,184/4 (20 Overs),170/9 (20 Overs)
2019,Delhi Capitals,Mumbai Indians,Mumbai Indians VS Delhi Capitals,24-Mar-19,Delhi Capitals won by 37 runs,213/6 (20 Overs),176/9 (19.2 Overs)
2019,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders VS Sunrisers Hyderabad,24-Mar-19,Kolkata Knight Riders won by 6 wickets,181/3 (20 Overs),183/4 (19.4 Overs)
2019,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings VS Royal Challengers Bangalore,23-Mar-19,Chennai Super Kings won by 7 wickets,70/10 (17.1 Overs),71/3 (17.4 Overs)
2018,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings VS Sunrisers Hyderabad,27-May-18,Chennai Super Kings won by 8 wickets,178/6 (20 Overs),181/2 (18.3 Overs)
2018,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad VS Kolkata Knight Riders,25-May-18,Sunrisers Hyderabad won by 14 runs,174/7 (20 Overs),160/9 (20 Overs)
2018,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders VS Rajasthan Royals,23-May-18,Kolkata Knight Riders won by 25 runs,169/7 (20 Overs),144/4 (20 Overs)
2018,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad VS Chennai Super Kings,22-May-18,Chennai Super Kings won by 2 wickets,139/7 (20 Overs),140/8 (19.1 Overs)
2018,Punjab Kings,Chennai Super Kings,Chennai Super Kings VS Punjab Kings,20-May-18,Chennai Super Kings won by 5 wickets,153/10 (19.4 Overs),159/5 (19.1 Overs)
2018,Delhi Capitals,Mumbai Indians,Delhi Capitals VS Mumbai Indians,20-May-18,Delhi Capitals won by 11 runs,174/4 (20 Overs),163/10 (19.3 Overs)
2018,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad VS Kolkata Knight Riders,19-May-18,Kolkata Knight Riders won by 5 wickets,172/9 (20 Overs),173/5 (19.4 Overs)
2018,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals VS Royal Challengers Bangalore,19-May-18,Rajasthan Royals won by 30 runs,164/5 (20 Overs),134/10 (19.2 Overs)
2018,Delhi Capitals,Chennai Super Kings,Delhi Capitals VS Chennai Super Kings,18-May-18,Delhi Capitals won by 34 runs,162/5 (20 Overs),128/6 (20 Overs)
2018,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore VS Sunrisers Hyderabad,17-May-18,Royal Challengers Bangalore won by 14 runs,218/6 (20 Overs),204/3 (20 Overs)
2018,Mumbai Indians,Punjab Kings,Mumbai Indians VS Punjab Kings,16-May-18,Mumbai Indians won by 3 runs,186/8 (20 Overs),183/5 (20 Overs)
2018,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders VS Rajasthan Royals,15-May-18,Kolkata Knight Riders won by 6 wickets,142/10 (19 Overs),145/4 (18 Overs)
2018,Punjab Kings,Royal Challengers Bangalore,Punjab Kings VS Royal Challengers Bangalore,14-May-18,Royal Challengers Bangalore won by 10 wickets,88/10 (15.1 Overs),92/0 (8.1 Overs)
2018,Mumbai Indians,Rajasthan Royals,Mumbai Indians VS Rajasthan Royals,13-May-18,Rajasthan Royals won by 7 wickets,168/6 (20 Overs),171/3 (18 Overs)
2018,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings VS Sunrisers Hyderabad,13-May-18,Chennai Super Kings won by 8 wickets,179/4 (20 Overs),180/2 (19 Overs)
2018,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals VS Royal Challengers Bangalore,12-May-18,Royal Challengers Bangalore won by 5 wickets,181/4 (20 Overs),187/5 (19 Overs)
2018,Kolkata Knight Riders,Punjab Kings,Punjab Kings VS Kolkata Knight Riders,12-May-18,Kolkata Knight Riders won by 31 runs,245/6 (20 Overs),214/8 (20 Overs)
2018,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals VS Chennai Super Kings,11-May-18,Rajasthan Royals won by 4 wickets,176/4 (20 Overs),177/6 (19.5 Overs)
2018,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals VS Sunrisers Hyderabad,10-May-18,Sunrisers Hyderabad won by 9 wickets,187/5 (20 Overs),191/1 (18.5 Overs)
2018,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders VS Mumbai Indians,9-May-18,Mumbai Indians won by 102 runs,210/6 (20 Overs),108/10 (18.1 Overs)
2018,Rajasthan Royals,Punjab Kings,Rajasthan Royals VS Punjab Kings,8-May-18,Rajasthan Royals won by 15 runs,158/8 (20 Overs),143/7 (20 Overs)
2018,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad VS Royal Challengers Bangalore,7-May-18,Sunrisers Hyderabad won by 5 runs,146/10 (20 Overs),141/6 (20 Overs)
2018,Rajasthan Royals,Punjab Kings,Punjab Kings VS Rajasthan Royals,6-May-18,Punjab Kings won by 6 wickets,152/9 (20 Overs),155/4 (18.4 Overs)
2018,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians VS Kolkata Knight Riders,6-May-18,Mumbai Indians won by 13 runs,181/4 (20 Overs),168/6 (20 Overs)
2018,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad VS Delhi Capitals,5-May-18,Sunrisers Hyderabad won by 7 wickets,163/5 (20 Overs),164/3 (19.5 Overs)
2018,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings VS Royal Challengers Bangalore,5-May-18,Chennai Super Kings won by 6 wickets,127/9 (20 Overs),128/4 (18 Overs)
2018,Punjab Kings,Mumbai Indians,Punjab Kings VS Mumbai Indians,4-May-18,Mumbai Indians won by 6 wickets,174/6 (20 Overs),176/4 (19 Overs)
2018,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders VS Chennai Super Kings,3-May-18,Kolkata Knight Riders won by 6 wickets,177/5 (20 Overs),180/4 (17.4 Overs)
2018,Delhi Capitals,Rajasthan Royals,Delhi Capitals VS Rajasthan Royals,2-May-18,Delhi Daredevils won by 4 runs (DLS Method),196/6 (17.1 Overs),146/5 (12 Overs)
2018,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore VS Mumbai Indians,1-May-18,Royal Challengers Bangalore won by 14 runs,167/7 (20 Overs),153/7 (20 Overs)
2018,Chennai Super Kings,Delhi Capitals,Chennai Super Kings VS Delhi Capitals,30-Apr-18,Chennai Super Kings won by 13 runs,211/4 (20 Overs),198/5 (20 Overs)
2018,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore VS Kolkata Knight Riders,29-Apr-18,Kolkata Knight Riders won by 6 wickets,175/4 (20 Overs),176/4 (19.1 Overs)
2018,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals VS Sunrisers Hyderabad,29-Apr-18,Sunrisers Hyderabad won by 11 runs,151/7 (20 Overs),140/6 (20 Overs)
2018,Chennai Super Kings,Mumbai Indians,Chennai Super Kings VS Mumbai Indians,28-Apr-18,Mumbai Indians won by 8 wickets,169/5 (20 Overs),170/2 (19.4 Overs)
2018,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals VS Kolkata Knight Riders,27-Apr-18,Delhi Capitals won by 55 runs,219/4 (20 Overs),164/9 (20 Overs)
2018,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad VS Punjab Kings,26-Apr-18,Sunrisers Hyderabad won by 13 runs,132/6 (20 Overs),119/10 (19.2 Overs)
2018,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore VS Chennai Super Kings,25-Apr-18,Chennai Super Kings won by 5 wickets,205/8 (20 Overs),207/5 (19.4 Overs)
2018,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians VS Sunrisers Hyderabad,24-Apr-18,Sunrisers Hyderabad won by 31 runs,118/10 (18.4 Overs),87/10 (18.5 Overs)
2018,Punjab Kings,Delhi Capitals,Delhi Capitals VS Punjab Kings,23-Apr-18,Punjab Kings won by 4 runs,143/8 (20 Overs),139/8 (20 Overs)
2018,Mumbai Indians,Rajasthan Royals,Rajasthan Royals VS Mumbai Indians,22-Apr-18,Rajasthan Royals won by 3 wickets,167/7 (20 Overs),168/7 (19.4 Overs)
2018,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad VS Chennai Super Kings,22-Apr-18,Chennai Super Kings won by 4 runs,182/3 (20 Overs),178/6 (20 Overs)
2018,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore VS Delhi Capitals,21-Apr-18,Royal Challengers Bangalore won by 6 wickets,174/5 (20 Overs),176/4 (18 Overs)
2018,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders VS Punjab Kings,21-Apr-18,Kings XI Punjab won by 9 wickets (DLS Method),191/7 (20 Overs),126/1 (11.1 Overs)
2018,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings VS Rajasthan Royals,20-Apr-18,Chennai Super Kings won by 64 runs,204/5 (20 Overs),140/10 (18.3 Overs)
2018,Punjab Kings,Sunrisers Hyderabad,Punjab Kings VS Sunrisers Hyderabad,19-Apr-18,Punjab Kings won by 15 runs,193/3 (20 Overs),178/4 (20 Overs)
2018,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals VS Kolkata Knight Riders,18-Apr-18,Kolkata Knight Riders won by 7 wickets,160/8 (20 Overs),163/3 (18.5 Overs)
2018,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians VS Royal Challengers Bangalore,17-Apr-18,Mumbai Indians won by 46 runs,213/6 (20 Overs),167/8 (20 Overs)
2018,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders VS Delhi Capitals,16-Apr-18,Kolkata Knight Riders won by 71 runs,200/9 (20 Overs),129/10 (14.2 Overs)
2018,Punjab Kings,Chennai Super Kings,Punjab Kings VS Chennai Super Kings,15-Apr-18,Punjab Kings won by 4 runs,197/7 (20 Overs),193/5 (20 Overs)
2018,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore VS Rajasthan Royals,15-Apr-18,Rajasthan Royals won by 19 runs,217/4 (20 Overs),198/6 (20 Overs)
2018,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders VS Sunrisers Hyderabad,14-Apr-18,Sunrisers Hyderabad won by 5 wickets,138/8 (20 Overs),139/5 (19 Overs)
2018,Mumbai Indians,Delhi Capitals,Mumbai Indians VS Delhi Capitals,14-Apr-18,Delhi Capitals won by 7 wickets,194/7 (20 Overs),195/3 (20 Overs)
2018,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore VS Punjab Kings,13-Apr-18,Royal Challengers Bangalore won by 4 wickets,155/10 (19.2 Overs),159/6 (19.3 Overs)
2018,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad VS Mumbai Indians,12-Apr-18,Sunrisers Hyderabad won by 1 wicket,147/8 (20 Overs),151/9 (20 Overs)
2018,Rajasthan Royals,Delhi Capitals,Rajasthan Royals VS Delhi Capitals,11-Apr-18,Rajasthan Royals won by 10 runs (DLS Method),153/5 (17.5 Overs),60/4 (6 Overs)
2018,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings VS Kolkata Knight Riders,10-Apr-18,Chennai Super Kings won by 5 wickets,202/6 (20 Overs),205/5 (19.5 Overs)
2018,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad VS Rajasthan Royals,9-Apr-18,Sunrisers Hyderabad won by 9 wickets,125/9 (20 Overs),127/1 (15.5 Overs)
2018,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders VS Royal Challengers Bangalore,8-Apr-18,Kolkata Knight Riders won by 4 wickets,176/7 (20 Overs),177/6 (18.5 Overs)
2018,Delhi Capitals,Punjab Kings,Punjab Kings VS Delhi Capitals,8-Apr-18,Punjab Kings won by 6 wickets,166/7 (20 Overs),167/4 (18.5 Overs)
2018,Mumbai Indians,Chennai Super Kings,Mumbai Indians VS Chennai Super Kings,7-Apr-18,Chennai Super Kings won by 1 wicket,165/4 (20 Overs),169/9 (19.5 Overs)
2017,Mumbai Indians,Rising Pune Supergiant,Rising Pune Supergiant VS Mumbai Indians,21-May-17,Mumbai Indians won by 1 run,129/8 (20 Overs),128/6 (20 Overs)
2017,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians VS Kolkata Knight Riders,19-May-17,Mumbai Indians won by 6 wickets,107/10 (18.5 Overs),111/4 (14.3 Overs)
2017,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad VS Kolkata Knight Riders,17-May-17,Kolkata Knight Riders won by 7 wickets (DLS Method),128/7 (20 Overs),48/3 (5.2 Overs)
2017,Rising Pune Supergiant,Mumbai Indians,Mumbai Indians VS Rising Pune Supergiant,16-May-17,Rising Pune Supergiant won by 20 runs,162/4 (20 Overs),142/9 (20 Overs)
2017,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals VS Royal Challengers Bangalore,14-May-17,Royal Challengers Bangalore won by 10 runs,161/6 (20 Overs),151/10 (20 Overs)
2017,Punjab Kings,Rising Pune Supergiant,Rising Pune Supergiant VS Punjab Kings,14-May-17,Rising Pune Supergiant won by 9 wickets,73/10 (15.5 Overs),78/1 (12 Overs)
2017,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders VS Mumbai Indians,13-May-17,Mumbai Indians won by 9 runs,173/5 (20 Overs),164/8 (20 Overs)
2017,Gujarat Lions,Sunrisers Hyderabad,Gujarat Lions VS Sunrisers Hyderabad,13-May-17,Sunrisers Hyderabad won by 8 wickets,154/10 (19.2 Overs),158/2 (18.1 Overs)
2017,Delhi Capitals,Rising Pune Supergiant,Delhi Capitals VS Rising Pune Supergiant,12-May-17,Delhi Capitals won by 7 runs,168/8 (20 Overs),161/7 (20 Overs)
2017,Punjab Kings,Mumbai Indians,Mumbai Indians VS Punjab Kings,11-May-17,Punjab Kings won by 7 runs,230/3 (20 Overs),223/6 (20 Overs)
2017,Gujarat Lions,Delhi Capitals,Gujarat Lions VS Delhi Capitals,10-May-17,Delhi Capitals won by 2 wickets,195/5 (20 Overs),197/8 (19.4 Overs)
2017,Punjab Kings,Kolkata Knight Riders,Punjab Kings VS Kolkata Knight Riders,9-May-17,Punjab Kings won by 14 runs,167/6 (20 Overs),153/6 (20 Overs)
2017,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad VS Mumbai Indians,8-May-17,Sunrisers Hyderabad won by 7 wickets,138/7 (20 Overs),140/3 (18.2 Overs)
2017,Punjab Kings,Gujarat Lions,Punjab Kings VS Gujarat Lions,7-May-17,Gujarat Lions won by 6 wickets,189/3 (20 Overs),192/4 (19.4 Overs)
2017,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore VS Kolkata Knight Riders,7-May-17,Kolkata Knight Riders won by 6 wickets,158/6 (20 Overs),159/4 (15.1 Overs)
2017,Mumbai Indians,Delhi Capitals,Delhi Capitals VS Mumbai Indians,6-May-17,Mumbai Indians won by 146 runs,212/3 (20 Overs),66/10 (13.4 Overs)
2017,Rising Pune Supergiant,Sunrisers Hyderabad,Sunrisers Hyderabad VS Rising Pune Supergiant,6-May-17,Rising Pune Supergiant won by 12 runs,148/8 (20 Overs),136/9 (20 Overs)
2017,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore VS Punjab Kings,5-May-17,Punjab Kings won by 19 runs,138/7 (20 Overs),119/10 (19 Overs)
2017,Gujarat Lions,Delhi Capitals,Delhi Capitals VS Gujarat Lions,4-May-17,Delhi Capitals won by 7 wickets,208/7 (20 Overs),214/3 (17.3 Overs)
2017,Kolkata Knight Riders,Rising Pune Supergiant,Kolkata Knight Riders VS Rising Pune Supergiant,3-May-17,Rising Pune Supergiant won by 4 wickets,155/8 (20 Overs),158/6 (19.2 Overs)
2017,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals VS Sunrisers Hyderabad,2-May-17,Delhi Capitals won by 6 wickets,185/3 (20 Overs),189/4 (19.1 Overs)
2017,Gujarat Lions,Rising Pune Supergiant,Rising Pune Supergiant VS Gujarat Lions,1-May-17,Rising Pune Supergiant won by 5 wickets,161/10 (19.5 Overs),167/5 (19.5 Overs)
2017,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians VS Royal Challengers Bangalore,1-May-17,Mumbai Indians won by 5 wickets,162/8 (20 Overs),165/5 (19.5 Overs)
2017,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad VS Kolkata Knight Riders,30-Apr-17,Sunrisers Hyderabad won by 48 runs,209/3 (20 Overs),161/7 (20 Overs)
2017,Delhi Capitals,Punjab Kings,Punjab Kings VS Delhi Capitals,30-Apr-17,Punjab Kings won by 10 wickets,67/10 (17.1 Overs),68/0 (7.5 Overs)
2017,Gujarat Lions,Mumbai Indians,Gujarat Lions VS Mumbai Indians,29-Apr-17,Match tied (Mumbai Indians won the Super Over),153/9 (20 Overs),153/10 (20 Overs)
2017,Rising Pune Supergiant,Royal Challengers Bangalore,Rising Pune Supergiant VS Royal Challengers Bangalore,29-Apr-17,Rising Pune Supergiant won by 61 runs,157/3 (20 Overs),96/9 (20 Overs)
2017,Sunrisers Hyderabad,Punjab Kings,Punjab Kings VS Sunrisers Hyderabad,28-Apr-17,Sunrisers Hyderabad won by 26 runs,207/3 (20 Overs),181/9 (20 Overs)
2017,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders VS Delhi Capitals,28-Apr-17,Kolkata Knight Riders won by 7 wickets,160/6 (20 Overs),161/3 (16.2 Overs)
2017,Royal Challengers Bangalore,Gujarat Lions,Royal Challengers Bangalore VS Gujarat Lions,27-Apr-17,Gujarat Lions won by 7 wickets,134/10 (20 Overs),135/3 (13.5 Overs)
2017,Rising Pune Supergiant,Kolkata Knight Riders,Rising Pune Supergiant VS Kolkata Knight Riders,26-Apr-17,Kolkata Knight Riders won by 7 wickets,182/5 (20 Overs),184/3 (18.1 Overs)
2017,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore VS Sunrisers Hyderabad,25-Apr-17,Match abandoned without a ball bowled,,
2017,Rising Pune Supergiant,Mumbai Indians,Mumbai Indians VS Rising Pune Supergiant,24-Apr-17,Rising Pune Supergiant won by 3 runs,160/6 (20 Overs),157/8 (20 Overs)
2017,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders VS Royal Challengers Bangalore,23-Apr-17,Kolkata Knight Riders won by 82 runs,131/10 (19.3 Overs),49/10 (9.4 Overs)
2017,Punjab Kings,Gujarat Lions,Gujarat Lions VS Punjab Kings,23-Apr-17,Punjab Kings won by 26 runs,188/7 (20 Overs),162/7 (20 Overs)
